Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Build_Paint_N,Building_Fenced,Build_Fence_N,Garden,Garden_V,Garden_O,Garden_T,Settlement,Settlement2,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H5824,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,439,1,1980,0,13004.0,0
H741,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,1253,2,1985,2,31555.0,1
H4197,2015,0.246575342,0,V,0,V,0,V,1,0,0,U,1,2115,2,1980,0,21231.0,0
H3709,2012,0.967213115,0,V,0,V,0,V,1,0,0,U,1,850,2,1960,0,38416.0,0
H6867,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,450,4,1980,0,6088.0,1
H16144,2013,0.0,0,V,0,N,1,O,0,1,0,R,0,2750,1,1981,4,91174.0,0
H16263,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,1210,1,1950,5,87085.0,0
H14016,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,1,1,1988,0,21278.0,0
H16137,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1650,3,1965,4,94068.0,0
H14545,2015,1.0,1,N,1,V,0,V,1,0,0,U,1,705,3,1960,0,92026.0,0
H18458,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,2000,3,1965,6,94068.0,0
H5397,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,360,1,1980,0,91174.0,0
H3261,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,2000,2,1960,5,38516.0,1
H495,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1250,1,1960,0,21054.0,0
H4312,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,700,1,1960,0,91174.0,0
H4380,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,1880,2,1960,0,13209.0,0
H18626,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,2500,1,2009,4,16015.0,0
H18031,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,15620,3,1978,11,59350.0,1
H13082,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,528,3,1960,0,92049.0,0
H14250,2016,1.0,0,N,1,V,0,V,1,0,0,U,1,1950,4,1980,0,6161.0,0
H13051,2012,0.702185792,1,N,1,V,0,V,1,0,0,U,1,4601,1,1988,0,89387.0,0
H17073,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,600,2,1970,2,13209.0,0
H18455,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,16347,2,1980,7,83061.0,1
H19888,2016,0.579234973,1,V,0,N,1,O,0,1,0,R,0,4300,2,1984,4,83086.0,0
H16589,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,4814,1,2010,6,13001.0,1
H14004,2015,1.0,1,N,1,V,0,V,1,0,0,U,1,300,1,1980,0,13056.0,0
H6109,2015,0.997260274,0,V,0,V,0,V,1,0,0,U,1,1400,2,1980,0,83115.0,1
H2355,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,920,2,1980,0,56078.0,1
H6602,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,427,2,2003,3,30133.0,0
H6603,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,1800,1,1960,0,54184.0,0
H7125,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,600,3,1980,0,33063.0,0
H2398,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,516,2,1900,5,13207.0,0
H19211,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,2002,2,1966,3,83119.0,0
H15632,2013,0.682191781,1,V,0,N,1,O,0,1,0,R,0,390,1,1900,3,91477.0,0
H13622,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,2250,3,1980,0,94068.0,0
H19715,2015,0.504109589,1,V,0,N,1,O,0,1,0,R,0,590,3,1900,3,33063.0,1
H14169,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,4500,2,1988,0,59426.0,1
H3949,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,950,2,1980,0,26347.0,0
H1759,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1600,4,1904,7,75114.0,1
H16248,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,480,3,1970,4,93029.0,0
H14143,2012,0.24863388,1,N,1,V,0,V,1,0,0,U,1,1,4,1988,0,6089.0,0
H15819,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,12287,3,1998,8,92044.0,0
H18529,2012,0.579234973,1,V,0,N,1,O,0,1,0,R,0,9449,3,1950,8,92012.0,0
H562,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,300,3,0,0,94002.0,0
H5440,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1700,2,1980,0,26114.0,0
H14024,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,15,2,0,0,13001.0,0
H4824,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,550,1,1988,0,73132.0,0
H17271,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,5278,3,2003,5,92009.0,0
H3202,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,534,2,1910,4,13214.0,0
H17350,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,400,2,1940,2,83036.0,0
H18765,2012,0.418032787,0,V,0,N,1,O,0,1,0,R,0,3369,4,2009,3,6032.0,0
H2954,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,11037,1,1980,0,22054.0,1
H7352,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,350,2,1960,0,13203.0,0
H19084,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1050,1,1800,3,13066.0,1
H12644,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,890,2,1940,3,13205.0,1
H5739,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,350,2,1980,0,83069.0,0
H6796,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1140,3,1960,0,38185.0,0
H3804,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1414,2,1980,0,14437.0,1
H17577,2014,0.665753425,1,V,0,N,1,O,0,1,0,R,0,2880,3,1960,7,92025.0,1
H18940,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1200,2,1980,5,13001.0,1
H6260,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,650,3,1960,0,33063.0,0
H16707,2013,0.580821918,0,V,0,N,1,O,0,1,0,R,0,210,2,1900,2,64122.0,0
H3827,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,2060,2,1970,3,13001.0,0
H17090,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1252,4,1980,5,75115.0,0
H7120,2013,1.0,1,V,0,V,0,V,1,0,0,U,1,4500,4,1960,0,75120.0,1
H5462,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,4700,4,1980,0,6083.0,1
H18635,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,710,1,2012,4,84054.0,0
H13727,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,1050,2,1960,0,13208.0,0
H6719,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1600,2,1960,0,34032.0,1
H5864,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,150,2,1980,0,30133.0,0
H19002,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,6000,3,1970,4,94052.0,1
H4998,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1370,2,1980,0,29232.0,0
H539,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,590,2,1960,5,76351.0,0
H19812,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,780,2,2015,3,13207.0,0
H4596,2014,1.0,1,V,0,V,0,V,1,0,0,U,1,791,3,1960,0,92004.0,0
H14620,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,630,3,1950,4,94068.0,0
H6458,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,230,1,1980,0,73054.0,0
H178,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1370,1,1980,0,13047.0,0
H6501,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,120,2,0,0,31555.0,0
H13186,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,1215,2,1980,0,57463.0,0
H15599,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,300,3,1970,3,67482.0,0
H5303,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,880,1,1980,0,19031.0,0
H13505,2013,0.0,1,N,1,V,0,V,1,0,0,U,1,4830,4,1960,0,75109.0,0
H5134,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,695,2,1988,0,65388.0,0
H7355,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,250,2,1960,3,13205.0,1
H6591,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,400,1,1960,0,46102.0,0
H15722,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,250,1,1980,3,91174.0,1
H15584,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2550,1,2009,3,42299.0,0
H5549,2014,0.0,0,V,0,N,1,O,0,1,0,R,0,620,1,1990,2,15014.0,0
H13945,2013,0.161643836,1,N,1,V,0,V,1,0,0,U,1,2272,3,1960,0,94069.0,0
H15086,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,585,1,0,0,63178.0,0
H18668,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,2000,2,1950,4,77243.0,1
H19704,2015,0.917808219,0,V,0,N,1,O,0,1,0,R,0,462,1,1980,3,73150.0,0
H17266,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1700,2,1980,2,83042.0,1
H15790,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1911,1,1983,4,36044.0,1
H7202,2013,0.652054795,1,V,0,V,0,V,1,0,0,U,1,2754,4,1960,0,75117.0,1
H3096,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,3275,2,1980,0,62826.0,1
H19007,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,2448,3,1975,9,93031.0,1
H16938,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,2051,2,1990,2,66182.0,1
H14930,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,1800,2,1988,0,34108.0,0
H16012,2016,0.163934426,1,V,0,N,1,O,0,1,0,R,0,5939,4,1987,6,6083.0,0
H5377,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,550,2,1960,0,13207.0,0
H18746,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2400,1,1972,5,13001.0,1
H7174,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,400,3,1960,0,54395.0,0
H14334,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,405,2,1960,0,83009.0,1
H3833,2014,0.747945205,0,V,0,V,0,V,1,0,0,U,1,8500,2,1980,0,14117.0,0
H16764,2013,0.0,1,V,0,N,1,O,0,1,0,R,0,1520,3,1970,4,93048.0,0
H15935,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,1100,4,1920,7,6012.0,0
H18435,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,332,3,1871,3,83137.0,1
H1556,2014,0.747945205,1,N,1,V,0,V,1,0,0,U,1,1105,1,1980,0,36044.0,1
H5292,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1250,1,1960,0,71270.0,0
H5958,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1038,2,1960,0,21231.0,1
H4702,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,530,2,1970,3,64102.0,0
H17341,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,745,4,1900,5,75112.0,0
H14552,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,2800,4,1940,8,6012.0,0
H24,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,4220,2,1960,0,38229.0,1
H4538,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,300,2,1960,0,64102.0,0
H5568,2013,1.0,1,V,0,V,0,V,1,0,0,U,1,1105,2,0,0,69264.0,0
H3490,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,4055,2,1983,5,63113.0,1
H429,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,440,2,0,0,13204.0,0
H16590,2015,0.857534247,0,V,0,N,1,O,0,1,0,R,0,4814,1,2010,6,13001.0,1
H6562,2015,1.0,1,V,0,V,0,V,1,0,0,U,1,1529,3,1980,0,94028.0,0
H18452,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,2900,2,1920,5,64122.0,0
H5480,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,800,2,1960,0,13204.0,0
H14025,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,15,2,0,0,13001.0,0
H3967,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,561,1,1960,0,91174.0,0
H18397,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,6600,2,2005,4,78423.0,1
H18209,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2145,1,2012,5,27229.0,0
H19316,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,900,1,1920,5,3310.0,0
H13844,2016,1.0,1,N,1,V,0,V,1,0,0,U,1,560,4,1960,0,75107.0,1
H15625,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,450,4,1960,3,6079.0,0
H5143,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,240,4,1980,0,6104.0,0
H18357,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,460,1,1974,3,91432.0,0
H4963,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,542,2,1960,0,34172.0,0
H18011,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2000,2,2008,4,64024.0,0
H18720,2012,0.43715847,0,V,0,N,1,O,0,1,0,R,0,654,1,1960,2,37261.0,0
H18967,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1200,4,1830,6,75118.0,0
H2568,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,2650,2,1960,5,63113.0,0
H6946,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,650,2,1960,0,34172.0,1
H2916,2012,0.0,0,V,0,V,0,V,1,0,0,U,1,500,2,0,0,30189.0,0
H15692,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,500,3,1900,4,93045.0,0
H15345,2013,0.246575342,1,V,0,N,1,O,0,1,0,R,0,6017,2,2008,5,77122.0,0
H19919,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,1100,1,1978,3,74063.0,0
H6117,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,906,3,0,0,92044.0,0
H6064,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,3043,4,1980,0,6083.0,0
H17412,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,934,3,1890,3,33063.0,0
H15772,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,428,4,1930,4,6012.0,0
H4064,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1455,1,1960,0,42147.0,0
H17552,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,934,2,1980,4,78442.0,1
H14321,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,12721,4,1960,8,6088.0,1
H18291,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,575,2,1900,2,64122.0,0
H13389,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,1,3,1980,0,92026.0,0
H19424,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,6500,2,1960,8,38563.0,1
H19247,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,900,1,2013,4,74243.0,0
H240,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,236,2,1960,0,77152.0,0
H15389,2013,0.136986301,1,V,0,N,1,O,0,1,0,R,0,1700,4,1959,7,75118.0,1
H16045,2012,0.24863388,0,V,0,N,1,O,0,1,0,R,0,5500,2,1980,6,83009.0,0
H7288,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,3195,2,1960,0,31555.0,1
H17641,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,3448,4,1960,11,75118.0,1
H18036,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,5350,1,1978,5,27229.0,1
H2673,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,615,1,1968,3,74208.0,0
H12832,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,8100,2,2003,6,13212.0,1
H2593,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,300,1,1980,0,5177.0,0
H19769,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,950,2,1970,3,83119.0,0
H13407,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,1518,2,1988,0,64160.0,0
H18969,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,1200,4,1830,6,75118.0,0
H3287,2012,0.915300546,0,V,0,V,0,V,1,0,0,U,1,750,2,1980,0,68278.0,0
H3407,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,350,3,1900,3,94080.0,1
H18906,2016,0.579234973,1,V,0,N,1,O,0,1,0,R,0,5268,2,2000,5,95063.0,0
H7258,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,3255,2,2003,4,66037.0,0
H19403,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,800,3,1975,4,83137.0,0
H3508,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,2425,1,1980,0,53130.0,0
H18383,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1500,2,1970,4,42218.0,0
H7322,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,3375,3,1960,0,64483.0,1
H6927,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,500,2,1900,2,83119.0,0
H14330,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,3990,1,1988,0,1419.0,1
H1660,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,400,3,1960,0,83137.0,0
H17768,2013,0.857534247,0,V,0,N,1,O,0,1,0,R,0,2250,1,1950,4,86194.0,0
H6665,2013,1.0,1,V,0,V,0,V,1,0,0,U,1,1054,3,1980,0,92012.0,0
H4119,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,630,2,1960,0,62108.0,0
H16238,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,3120,4,2000,4,6083.0,1
H13271,2013,0.915068493,0,N,1,V,0,V,1,0,0,U,1,1400,2,1988,0,83129.0,0
H16241,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,4126,2,2003,5,26064.0,1
H2795,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,4918,2,1980,0,68278.0,1
H5609,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,641,1,1960,0,43157.0,0
H18138,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,2300,2,1970,5,13209.0,0
H4748,2015,0.832876712,0,V,0,V,0,V,1,0,0,U,1,690,1,1980,0,43157.0,0
H1572,2015,0.953424658,1,V,0,V,0,V,1,0,0,U,1,800,3,0,0,38185.0,0
H13393,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,360,3,1960,0,94052.0,0
H18233,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1215,3,1950,4,92035.0,0
H7408,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,1700,2,1960,0,13208.0,0
H6439,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,4300,4,1940,6,6083.0,1
H3567,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,7857,1,1980,0,43251.0,0
H7206,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,600,1,1988,0,73099.0,0
H14189,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,1300,2,1988,0,4112.0,0
H2736,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,407,2,1960,0,66008.0,0
H3365,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1000,2,1998,2,62201.0,0
H4661,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,2410,1,1988,0,19031.0,0
H18784,2012,0.338797814,1,V,0,N,1,O,0,1,0,R,0,10142,3,1975,9,92012.0,1
H18137,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,200,3,1800,4,33063.0,0
H19010,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,2450,2,1958,4,95585.0,0
H14690,2013,0.747945205,0,N,1,V,0,V,1,0,0,U,1,1500,2,1980,0,34032.0,0
H3735,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,675,1,0,0,42187.0,0
H14983,2013,0.0,1,N,1,V,0,V,1,0,0,U,1,3164,3,1988,0,94004.0,0
H13515,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,1580,4,1960,0,75104.0,0
H6878,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,530,2,1980,0,38185.0,0
H5142,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,0,1,2001,0,0.0,1
H6478,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1440,2,2002,3,68013.0,0
H3628,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,362,2,1700,3,62041.0,0
H1947,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,920,2,1960,0,21231.0,0
H3203,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,534,2,1910,4,13214.0,0
H15064,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,1441,1,1988,0,74225.0,1
H1321,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,690,2,1980,0,90010.0,0
H2076,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,530,2,1960,0,38229.0,0
H322,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,222,2,1900,5,63113.0,0
H16532,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,3060,2,2003,4,65440.0,0
H6460,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2138,4,1960,4,6088.0,1
H2370,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,1400,1,1960,0,54482.0,0
H540,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,329,2,1960,0,76351.0,0
H17613,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,8200,2,1970,11,38382.0,1
H19908,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,1190,1,1979,3,74063.0,0
H279,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,900,2,1960,5,13201.0,0
H5090,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,335,4,1960,0,6088.0,0
H12742,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,1046,3,1960,0,59599.0,1
H13465,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,1186,2,1988,0,83107.0,0
H12767,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1750,1,1988,0,22215.0,0
H14411,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,2208,1,1980,0,13071.0,0
H15135,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,880,3,1965,4,94004.0,1
H6043,2012,0.581967213,1,V,0,V,0,V,1,0,0,U,1,4468,2,1988,0,83036.0,0
H14017,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,2190,2,1970,5,76351.0,0
H3595,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,2960,1,1988,0,5023.0,0
H15590,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,2880,4,1970,8,6083.0,1
H2559,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,610,2,1960,0,13204.0,0
H16457,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,3781,1,1970,5,63075.0,1
H4194,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,612,3,1960,0,92004.0,0
H13410,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,1300,1,1988,0,73304.0,0
H18878,2013,0.747945205,0,V,0,V,0,V,1,0,0,U,1,0,1,2000,0,0.0,0
H706,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,335,2,1950,4,62193.0,0
H16793,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,2758,2,1960,6,13201.0,1
H2402,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,550,2,1988,0,38931.0,0
H15114,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1341,2,1960,3,13203.0,0
H19060,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,15860,3,1964,11,83137.0,1
H2999,2012,0.0,0,V,0,V,0,V,1,0,0,U,1,188,3,0,0,33063.0,0
H4381,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,320,4,1980,0,6104.0,0
H18743,2012,0.333333333,1,V,0,N,1,O,0,1,0,R,0,2790,2,1973,8,65388.0,0
H14926,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,656,4,1960,0,75109.0,0
H15094,2013,0.0,1,V,0,N,1,O,0,1,0,R,0,2340,3,1970,7,92051.0,1
H1846,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,850,3,1960,0,54395.0,0
H15842,2013,0.0,1,V,0,N,1,O,0,1,0,R,0,3601,3,1960,3,93051.0,0
H15587,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,10900,3,2009,5,59599.0,1
H13119,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,600,1,1988,0,86041.0,0
H6549,2013,0.747945205,0,N,1,V,0,V,1,0,0,U,1,560,1,1980,0,54159.0,0
H15910,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,1100,2,1989,4,83126.0,0
H15202,2014,0.0,1,V,0,V,0,V,1,0,0,U,1,0,1,1987,0,0.0,0
H5487,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,850,1,1980,0,5110.0,0
H17146,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,727,2,1900,3,25237.0,0
H15201,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,12473,2,1959,11,69266.0,0
H15872,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,850,3,1975,4,33063.0,0
H14834,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,620,3,1950,4,59599.0,0
H2005,2013,1.0,1,V,0,V,0,V,1,0,0,U,1,0,2,1960,0,0.0,0
H18456,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,500,1,2000,4,42305.0,0
H16264,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,600,1,1950,3,35049.0,0
H38,2016,0.030054645,0,V,0,N,1,O,0,1,0,R,0,2300,2,1934,7,13206.0,0
H19768,2015,0.268493151,0,V,0,N,1,O,0,1,0,R,0,160,1,1967,1,33529.0,0
H1956,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,805,3,0,0,64483.0,0
H14073,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,885,2,1960,0,51454.0,0
H14626,2014,0.731506849,0,V,0,N,1,O,0,1,0,R,0,1765,2,1970,6,13209.0,1
H5441,2013,0.246575342,0,V,0,N,1,O,0,1,0,R,0,310,1,1950,2,13004.0,0
H4051,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,400,4,1950,4,6088.0,0
H12765,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,5855,1,1988,0,84007.0,1
H1644,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,728,2,1968,4,62201.0,0
H4328,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,4590,4,1980,0,6088.0,0
H13745,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,600,2,1960,0,13202.0,0
H14694,2013,0.808219178,1,N,1,V,0,V,1,0,0,U,1,250,1,1960,0,91045.0,0
H6072,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,400,2,1975,3,38163.0,0
H6962,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,3758,2,1980,0,13001.0,1
H5557,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,7100,2,1980,0,68278.0,1
